position,effective_radiation_temperature,epsilon_effective,spectral_radiance,flowgofluxradiationheat,flowgofluxconductionheat,characteristic_surface_temperature,flowgofluxforcedconvectionheat,flowgofluxviscousheating,heat_budget,channel_width,crystal_fraction,core_temperature,viscosity,yield_strength,density,mean_velocity,crust_temperature,effective_cover_fraction,dphi_dx,dtemp_dx,dphi_dtemp,current_time,dtemp_dt,slope,effusion_rate,channel_depth,tho_0,tho_b
0.0,1237.5939234349132,0.95,1069.145964650633,2400893.735327084,102110.64313146615,1208.2536229574866,78324.73847103337,61074.26774840259,2642403.384677986,19.0,0.05,1423.15,16.39585013399808,1.2771169812629664,741.8949999999999,33.25438939067207,1074.0323501074204,0.5832815615818796,6.781447996502641e-06,-0.008408995515663275,0.0008064516129032258,1.0,16.778160675736906,0.03996570062332699,1500.6043212540756,2.374999999999998,1.2771169812629664,690.6322856004139
10.0,1228.774852748365,0.95,1101.0901066742547,2470268.5885911426,108181.96935248304,1196.5290035443006,81843.77581513175,57872.628421093264,2718166.9621798503,20.116306894255473,0.05006781447996503,1423.0659100448433,16.44915262500329,1.2820703707572179,742.5153217999999,31.40901566794048,1058.0469810208338,0.5914759646860862,6.970059295286977e-06,-0.008642873526155852,0.0008064516129032258,1.3007121821579748,16.287848999943428,0.03784417240548949,1500.6043212540756,2.374999999999998,1.2820703707572179,654.5357673363524
20.0,1223.638215222635,0.95,1095.6872703043377,2435231.9664898086,108521.37805893172,1188.8400599924398,81334.45464909606,57920.50346709456,2683008.302664931,20.166082715167857,0.0501375150729179,1422.9794813095818,16.503495641332204,1.2871745886792012,743.1364471999999,31.331488983110123,1044.7343323770745,0.5918227313869265,6.87415337277175e-06,-0.008523950182236971,0.0008064516129032258,1.6190921054806628,16.02408307364023,0.03784417240548949,1500.6043212540756,2.374999999999998,1.2871745886792012,655.0832964961758
30.0,1210.8587478509369,0.95,1235.7219225665842,2804444.7643174073,130421.35243686818,1173.9744727822556,96030.19721302374,48384.8113997989,3079281.125367098,24.219562384857323,0.05020625660664562,1422.8942418077595,16.557601067470763,1.2922215579600853,743.7583761999998,26.087729760873273,1033.7946708243762,0.6157555002345354,7.882849464262942e-06,-0.009774733335686047,0.0008064516129032258,1.938259828578365,15.30003610475862,0.03160379627240344,1500.6043212540756,2.374999999999998,1.2922215579600853,547.5596619635522
40.0,1204.3558150742724,0.95,1273.9448601427862,2886655.4774281927,137254.80308051044,1165.24241875633,99976.36561847015,46168.73660024396,3170055.382727417,25.472351207908456,0.05028508510128825,1422.7964944744026,16.616482509023502,1.2980249984314394,744.3811087999999,24.804675205114265,1022.822591444461,0.6217573238205335,8.108439295377038e-06,-0.010054464726267528,0.0008064516129032258,2.321581799928978,14.963863913780648,0.03013624796928974,1500.6043212540756,2.374999999999998,1.2980249984314394,522.5783408885455
50.0,1198.7215793699736,0.95,1307.296202898937,2955527.7942666453,143280.51731783428,1157.567115038755,103363.42355067577,44415.12582109352,3246586.860956249,26.573887338121327,0.05036616949424202,1422.6959498271399,16.67662090911605,1.3040122585050073,745.0046449999999,23.776476146806658,1013.0870279834445,0.6266091912507619,8.297242994475248e-06,-0.010288581313149308,0.0008064516129032258,2.7247316060565816,14.677572490594516,0.028971775130853784,1500.6043212540756,2.374999999999998,1.3040122585050073,502.8123667454951
60.0,1193.428699106269,0.95,1344.2254042666489,3034345.7709874893,149822.13159754995,1150.4031025909646,107101.74049217309,42658.480636363856,3333928.1237135762,27.76978353712904,0.05044914192418677,1422.5930640140084,16.73786065565466,1.3101575794086848,745.6289847999998,22.752550360285987,1004.3593623642552,0.6314785192714807,8.513325008810239e-06,-0.010556523010924697,0.0008064516129032258,3.145315377102194,14.411269286134923,0.02780730229241782,1500.6043212540756,2.374999999999998,1.3101575794086848,483.0124115382937
70.0,1188.38325897762,0.95,1384.9481795577012,3123332.4330325807,156948.76062431085,1143.6211560964107,111221.64119356948,40898.79468243232,3432401.6295328937,29.072705306680295,0.050534275174274876,1422.4874987838991,16.800338250060072,1.316482576269778,746.2541281999999,21.732872526231237,996.4068095430417,0.6363652495430244,8.757438896201778e-06,-0.010859224231290205,0.0008064516129032258,3.5848265458129664,14.160128157143484,0.026642829471435148,1500.6043212540756,2.374999999999998,1.316482576269778,463.17843591871207
80.0,1187.1551057579939,0.95,1346.8287998378557,3002696.0538875666,151604.97160300484,1140.6554474086113,106986.83375942058,42527.388911114605,3303815.2481611064,28.065633547111933,0.05062184956323689,1422.3789065415863,16.864195939501034,1.323009721625561,746.8800751999999,22.512707484837357,989.0643727378746,0.632624562483498,8.422298750957678e-06,-0.01044365045118752,0.0008064516129032258,4.044959001287049,14.10689086088846,0.027676834148629093,1500.6043212540756,2.374999999999998,1.323009721625561,481.5534066246686
90.0,1192.0669090628223,0.95,1209.0008459514586,2625170.0126194484,130454.04451713843,1143.9568584971787,92369.16413780778,49636.783894676795,2897630.0051690713,24.135052104003353,0.05070607255074647,1422.2744700370745,16.926764255220295,1.3293069917091709,747.5068257999998,26.179077455480826,982.7293388303159,0.6153304133203759,7.380631634025686e-06,-0.00915198322619185,0.0008064516129032258,4.489152575371159,14.375428664984264,0.03225951289445273,1500.6043212540756,2.374999999999998,1.3293069917091709,561.733416775689
