position,effective_radiation_temperature,epsilon_effective,spectral_radiance,flowgofluxradiationheat,flowgofluxconductionheat,characteristic_surface_temperature,flowgofluxforcedconvectionheat,flowgofluxviscousheating,heat_budget,channel_width,crystal_fraction,core_temperature,viscosity,yield_strength,density,mean_velocity,crust_temperature,effective_cover_fraction,dphi_dx,dtemp_dx,dphi_dtemp,current_time,dtemp_dt,slope,effusion_rate,channel_depth,tho_0,tho_b
0.0,1282.6374928355854,0.95,2397.435804142881,4665222.538347214,769614.5450589354,1255.3610799485486,263946.287446362,224074.8422101088,5922858.213062621,32.0,0.1,1423.15,153.41174918958333,9.185172834459616,917.9999999999999,18.3426501794041,1074.0323501074204,0.4352574360562798,1.1567478871035134e-05,-0.007171836900041783,0.0016129032258064516,1.0,7.893029724072502,0.12808517594780866,1593.6094475866269,2.7149999999999976,9.185172834459616,3123.1457292464324
10.0,1275.9708233023173,0.95,2384.578899810201,4580855.034207493,771545.0147038376,1244.3909103651317,261560.2574684897,224071.56447940014,5838031.870859221,32.08314314027701,0.10011567478871036,1423.0782816309998,153.80809723231272,9.215495320626736,917.9999999999999,18.295115387371716,1047.575377888626,0.43541387959468636,1.1401811065754742e-05,-0.00706912286076794,0.0016129032258064516,1.5451774908310916,7.759825105515402,0.12808517594780866,1593.6094475866269,2.7149999999999976,9.215495320626736,3123.1457292464324
20.0,1308.50005413628,0.95,860.4810147985081,1521153.166236805,231641.99059867175,1279.763764849811,81509.5666883112,748164.7359439916,2582469.45946778,9.633216076727166,0.10022969289936791,1423.007590402392,154.19989579409807,9.24544710371492,917.9999999999999,60.93134432632278,1029.1603570378688,0.31543957281435064,5.0436224932084544e-06,-0.003127045945789242,0.0016129032258064516,2.0917714744308094,11.432106794826959,0.4391625389136164,1593.6094475866269,2.7149999999999976,9.24544710371492,10395.75429485926
30.0,1283.6750362531973,0.95,1477.9350868140373,2729457.8154072748,448723.0210695435,1249.9171533897954,153040.35981977102,386641.13254753593,3717862.3288441254,18.661619934689384,0.1002801291243,1422.9763199429342,154.37356682237598,9.258716507358276,917.9999999999999,31.45304683061541,1024.5678247994538,0.3941860730276196,7.26107098756362e-06,-0.004501864012289444,0.0016129032258064516,2.255890617222805,8.495840376216124,0.22181738529446332,1593.6094475866269,2.7149999999999976,9.258716507358276,5379.1024551599985
40.0,1259.1719185251336,0.95,4143.48138109596,7995168.89965297,1419663.5433274352,1221.0404126534922,469333.0838606339,122399.72495038781,10006565.251791427,59.04469177133109,0.10035273983417563,1422.9313013028113,154.6239793270528,9.27784157619163,917.9999999999999,9.94102582521956,1016.5512917941752,0.46380024041640455,1.9543053025724676e-05,-0.0121166928759493,0.0016129032258064516,2.5738248400614747,7.227141407763951,0.07009346995764348,1593.6094475866269,2.7149999999999976,9.27784157619163,1712.3928379976358
50.0,1253.153093984426,0.95,4524.898219912879,8651094.77367192,1565621.0959270317,1210.9780535185487,511944.83372029243,111457.341046746,10840118.04436599,65.12502196818421,0.10054817036443288,1422.8101343740518,155.3002322382542,9.32944384260276,917.9999999999999,9.012892249428852,996.4928493939784,0.4670660269545168,2.117100087947092e-05,-0.01312602054527197,0.0016129032258064516,3.579757243398646,7.098204530299537,0.06387241837183488,1593.6094475866269,2.7149999999999976,9.32944384260276,1560.6285399188955
60.0,1249.9662026551168,0.95,4272.8304034723005,8082124.759176915,1477383.7103333368,1204.5247402254531,479709.35358677665,118654.72942376745,10157872.552520795,61.464705364169276,0.10075988037322758,1422.6788741685991,156.03657235135782,9.385554624801266,917.9999999999999,9.54962367855262,980.0774999586937,0.4651746578818825,1.9838559678299987e-05,-0.012299907000545993,0.0016129032258064516,4.689278995490346,7.047568988184549,0.06796957879089156,1593.6094475866269,2.7149999999999976,9.385554624801266,1660.5870726879662
70.0,1237.0556336282027,0.95,18280.48891868042,34984104.754842296,6665118.461519048,1187.8197176283409,2124074.572071761,26413.73307575226,43799711.52150886,277.3365922415836,0.10095826597001058,1422.5558750985936,156.73013360313135,9.43833252603167,917.9999999999999,2.116434766132971,967.822399154712,0.4920635385706173,8.554184810048081e-05,-0.0530359458222981,0.0016129032258064516,5.736440678150037,6.734827175583384,0.015570431322891813,1593.6094475866269,2.7149999999999976,9.43833252603167,380.68399423778504
80.0,1234.4928835368103,0.95,6356.6894020658665,11802523.860660248,2265825.119406136,1177.7296469547628,714255.8774015608,79148.09141358639,14861752.94888153,94.34390758152512,0.10181368445101538,1422.0255156403705,159.76066181968295,9.668113516069727,917.9999999999999,6.221544356043544,931.2899642086095,0.47702706202806794,2.902534672256447e-05,-0.017995714967989972,0.0016129032258064516,10.461367786709792,6.717668333523981,0.04552865886752408,1593.6094475866269,2.7149999999999976,9.668113516069727,1112.797986446615
90.0,1230.4053832810566,0.95,8259.755548201505,15320810.53355714,2979867.0721749994,1171.293150890025,932583.1950814923,60561.803917588135,19293822.604731217,124.10297350588746,0.10210393791824103,1421.8455584906906,160.80388396109038,9.746898515027087,917.9999999999999,4.72965948485582,922.599953038782,0.48243773832737236,3.76812811134854e-05,-0.02336239429036095,0.0016129032258064516,12.0686857495378,6.629770184660827,0.03497639820996636,1593.6094475866269,2.7149999999999976,9.746898515027087,855.0038193862389
