effective_cover_fraction,effective_radiation_temperature,slope,heat_budget,dtemp_dt,crystal_fraction,core_temperature,tho_b,dphi_dx,dphi_dtemp,flowgofluxforcedconvectionheat,tho_0,channel_depth,channel_width,viscosity,current_time,characteristic_surface_temperature,flowgofluxradiationheat,position,dtemp_dx,epsilon_effective,effusion_rate,mean_velocity,flowgofluxconductionheat,spectral_radiance,crust_temperature,density
0.9982464217406208,774.114902002721,0.35722987961774044,979423.2186537219,0.8936550531688735,0.104,1223.15,7188.780815244223,0.000143794712908529,0.00224134480688413,167326.7853382849,10.271028956630577,2.155999999999998,40.0,22205.807621847667,1.0,772.4415527959568,773728.095153148,0.0,-0.06415555182177853,0.95,20.02134125491783,0.2321584097277116,38368.338162288885,0.669897399970834,773.15,972.0
0.9986673634242287,773.8812668919502,0.27652384528220664,1287701.787097036,0.8927089126672999,0.10543794712908529,1222.5084444817824,5612.646464424463,0.00018905484907937798,0.00224134480688413,220162.9678718843,10.681005235043866,2.155999999999998,52.64594661655614,22802.06795186767,44.07403729948254,772.3023590423336,1017112.3767163975,10.0,-0.08434884650443321,0.95,20.02134125491783,0.17639223883169936,50426.44250875398,0.784018745098276,773.15,972.0
0.9990839227879451,773.6507938481361,0.19581781094667275,1871645.3911040318,0.8917599279576588,0.10732849561987907,1221.664956016738,3999.9741818722027,0.00027478694251328384,0.00224134480688413,320250.58363100543,11.235991102289459,2.155999999999998,76.60112139239968,23612.48170887082,100.76587400518518,772.1649866249658,1478160.843687462,20.0,-0.12259913854811426,0.95,20.02134125491783,0.12122977079588614,73233.96378556443,1.0017500399242125,773.15,972.0
0.9994542980259642,773.4466103762359,0.1226120357245851,3139446.5919735394,0.8908825514095312,0.11007636504501192,1220.4389646312568,2514.365504179215,0.0004609200729435651,0.00224134480688413,537571.8707896823,12.075520712520191,2.155999999999998,128.6151585954247,24846.415110704853,183.25386300614554,772.043206961574,2479249.211600815,30.0,-0.2056444289731246,0.95,20.02134125491783,0.07220250311489186,122625.50958304183,1.4770419785639106,773.15,972.0
0.9989104944368205,773.7357667460102,0.26844944499524714,1573703.9195366683,0.8918308136364278,0.11468556577444758,1218.3825203415256,5452.776600664935,0.00023104445453503964,0.00224134480688413,269279.08829233696,13.573308611306302,2.155999999999998,64.40210524604028,27075.483984830113,321.75321647160024,772.2176691996265,1243304.2569105148,40.0,-0.10308295886710656,0.95,20.02134125491783,0.14419305632372054,61120.574333816556,0.8756148613127702,773.15,972.0
0.9983797667355001,774.016118078504,0.42411137393113985,1059117.4042550824,0.8928263935672192,0.11699601031979798,1217.3516907528544,8459.905783289581,0.00015549507116098966,0.00224134480688413,181089.34374044123,14.367384857165025,2.155999999999998,43.29488553922775,28273.36267603858,391.10468355992873,772.3872835055681,837034.3446042928,50.0,-0.06937579201709514,0.95,20.02134125491783,0.2144903785620241,40993.71591034852,0.6765103590829136,773.15,972.0
0.9978904147359513,774.2731982661306,0.5841653282688433,814089.2678743843,0.893759993255585,0.11855096103140787,1216.6579328326834,11337.88781364682,0.00011952109193084097,0.00224134480688413,139093.93356222167,14.918422085617372,2.155999999999998,33.24379764566153,29111.719668155558,437.7268214247668,772.5431870335442,643567.6410017273,60.0,-0.05332561574807254,0.95,20.02134125491783,0.27934041977061463,31427.693310435312,0.580886797204056,773.15,972.0
0.9978232244202029,774.3057735932344,0.621201958153763,789008.3518782964,0.8938438810020525,0.11974617195071628,1216.1246766752026,11965.110271679787,0.00011583881950105543,0.00224134480688413,134801.70179839962,15.35117550954577,2.155999999999998,32.216580367517246,29774.373691067478,473.52543591890867,772.5634713347306,623786.6770876027,70.0,-0.051682730450604834,0.95,20.02134125491783,0.288247116334902,30419.972992294108,0.5693031828968703,773.15,972.0
0.9978938717827549,774.2654237529375,0.6133232988839136,815325.4825249605,0.8936487844573717,0.12090456014572684,1215.6078493706966,11833.029062191557,0.00011970258765953859,0.00224134480688413,139321.44812958367,15.778298414005086,2.155999999999998,33.29842243028687,30432.18747242719,508.21789052921406,772.5396132315569,644599.2333351931,80.0,-0.053406592012028076,0.95,20.02134125491783,0.27888217252784914,31404.80106018378,0.5772922038610793,773.15,972.0
0.9980836036624657,774.1623945889324,0.5654321316903775,895693.0845439547,0.8932115505380357,0.12210158602232223,1215.0737834505762,11014.660767058327,0.00013150181401987873,0.00224134480688413,153109.69395900622,16.22770017155497,2.155999999999998,36.598594039965256,31128.47176465804,544.0753277736167,772.477763837182,708107.7566203931,90.0,-0.05867094327297626,0.95,20.02134125491783,0.25373478497474217,34475.6339645553,0.6057289445096277,773.15,972.0
0.9983344555919708,774.0274840751289,0.4978004519321291,1030074.8058099031,0.8926479371162076,0.12341660416252101,1214.4870740178465,9816.395199138531,0.00015123116151906526,0.00224134480688413,176162.21917197536,16.7308922152661,2.155999999999998,42.11609248929286,31913.281927718755,583.4865578932687,772.3965559604438,814292.176567662,100.0,-0.0674734030456044,0.95,20.02134125491783,0.22049377898648412,39620.4100702657,0.654461836600399,773.15,972.0
0.998462604540338,773.9573022723717,0.4708700463946551,1115605.5781253893,0.8923261714850107,0.12492891577771166,1213.8123399873905,9326.447701197729,0.0001637884223800602,0.00224134480688413,190841.66445806454,17.32198047787399,2.155999999999998,45.629589073097456,32842.355627377874,628.8393113630751,772.3545541245143,881903.8336041138,110.0,-0.07307595952081795,0.95,20.02134125491783,0.20351566993583892,42860.08006321087,0.6843542030166272,773.15,972.0
