position,effective_radiation_temperature,epsilon_effective,spectral_radiance,flowgofluxradiationheat,flowgofluxconductionheat,characteristic_surface_temperature,flowgofluxforcedconvectionheat,heat_budget,channel_width,crystal_fraction,core_temperature,viscosity,yield_strength,density,mean_velocity,crust_temperature,effective_cover_fraction,dphi_dx,dtemp_dx,dphi_dtemp,current_time,dtemp_dt,slope,effusion_rate,channel_depth,tho_0,tho_b
300.0,774.324177965058,0.95,1.366070200834753,654137.668456827,153696.11999843587,772.4200247970307,141304.88721222224,949138.6756674851,33.78089983694556,0.1760978028002958,1375.0800553347715,678.742455680236,46.06840442744156,1069.2,0.14618921607196478,773.15,0.998895420024561,0.0008447195502346218,-0.14141510327588536,0.005973333333333333,577.2219277464741,1.2404017853182572,0.08769628235169974,3.0025491853441273,0.6079999999999995,46.06840442744156,558.542095485103
310.0,775.6991508886307,0.95,1.179761421400387,300811.0096063748,70013.85230599057,773.0748541702243,64608.95873040883,435433.82064277417,15.42459603768811,0.184544998302642,1373.6659043020127,729.9333156521001,52.64948235565434,1069.2,0.320164187982768,773.15,0.9975824856448553,0.0003875297367601597,-0.06487663003797317,0.005973333333333333,645.6264261677344,1.2462704145099683,0.19441687846583142,3.0025491853441273,0.6079999999999995,52.64948235565434,1232.0437853064743
320.0,774.7153897834871,0.95,1.262414542643125,487318.4164180707,113877.56152445744,772.6075705665941,105097.72337573279,706293.7013182609,25.115245440703625,0.1884202956702436,1373.017138001633,754.9151409759796,55.86191883999769,1069.2,0.19662970354114448,773.15,0.9985145837656467,0.0006285910721018005,-0.10523288037418536,0.005973333333333333,676.8604004076585,1.2415146042454075,0.1283213891019889,3.0025491853441273,0.6079999999999995,55.86191883999769,816.0900030987385
330.0,775.4743048285068,0.95,1.1736167490518072,327559.11548575,76111.72598098656,772.970560727881,70420.30994233531,474091.15140907187,16.81563906519952,0.1947062063912616,1371.964809197891,797.5894719013986,61.338556488014284,1069.2,0.2936791903192553,773.15,0.9977822481747713,0.0004219341961877703,-0.07063630516536333,0.005973333333333333,727.7174165141163,1.244664774486464,0.19691976040091808,3.0025491853441273,0.6079999999999995,61.338556488014284,1247.7006381624963
340.0,774.7907465692291,0.95,1.230565560230756,461898.88851398503,107579.15993104424,772.6454550441562,99584.7295719969,669062.7780170261,23.79592284113129,0.1989255483531393,1371.2584461462375,827.8149035891522,65.20318946257845,1069.2,0.20753148757200524,773.15,0.99843229209383,0.000595456094471981,-0.0996857301013361,0.005973333333333333,761.768177785724,1.2412756714579023,0.14878458356384788,3.0025491853441273,0.6079999999999995,65.20318946257845,945.3355011241775
350.0,773.9478601760569,0.95,1.4513211238291912,944036.7251325406,220463.43587593545,772.2448161288619,204250.24360690813,1368750.404615384,48.84672038930481,0.2048801092978591,1370.2615888452242,872.7769062796812,70.92098831675658,1069.2,0.10109999660181727,773.15,0.9992359760407425,0.0012181678566170059,-0.20393435099615054,0.005973333333333333,809.9536368550635,1.237065731562278,0.08495981598135913,3.0025491853441273,0.6079999999999995,70.92098831675658,541.1560342202359
360.0,773.8403430381035,0.95,1.4955130511780024,1082192.4330205522,252004.16330555608,772.1946600221152,234247.01438815758,1568443.6107142658,56.02635381512914,0.21706178786402916,1368.2222453352626,973.9663500492329,83.61089097164624,1069.2,0.08814429155364893,773.15,0.9993338511315966,0.0013958918916450052,-0.2336872586459272,0.005973333333333333,908.865608527872,1.2358918715075746,0.08604373448805855,3.0025491853441273,0.6079999999999995,83.61089097164624,548.0431715416997
370.0,773.8296688881811,0.95,1.4740460633535868,1089257.649515799,252667.25041052527,772.1907086039155,235787.38716549295,1577712.2870918172,56.39523978399411,0.2310207067804792,1365.8853727488033,1107.2741281366868,99.86335034213168,1069.2,0.08756773238811964,773.15,0.9993382070247799,0.001404140878164714,-0.2350682273713249,0.005973333333333333,1022.3159502770426,1.2350634976441104,0.0984709250651136,3.0025491853441273,0.6079999999999995,99.86335034213168,626.9565873721073
380.0,773.7106888029031,0.95,1.554577037397624,1307975.1082319894,302384.25685709505,772.1346925971204,283273.37962379266,1893632.744712877,67.7607849445644,0.24506211556212634,1363.53469047509,1263.489592251408,118.15168339951477,1069.2,0.0728799595431012,773.15,0.9994491792633261,0.001685305468453804,-0.28213819226347164,0.005973333333333333,1136.5132661979092,1.2337332022635312,0.09887228187577972,3.0025491853441273,0.6079999999999995,118.15168339951477,629.5036789930754
390.0,773.5647709177512,0.95,1.7371528715632059,1748087.6697801321,402503.945036022,772.0654617799296,378821.28435662587,2529412.89917278,90.62954766495903,0.2619151702466644,1360.7133085524551,1486.5114877820279,142.81175683394756,1069.2,0.054489991317456576,773.15,0.9995881405030576,0.0022511405143661213,-0.3768650414675426,0.005973333333333333,1273.7251974708129,1.2321223702451587,0.09579538683938794,3.0025491853441273,0.6079999999999995,142.81175683394756,609.9745189643864
400.0,773.5584464460848,0.95,1.7005525756207374,1749115.2251992305,400170.43914397317,772.0635364142507,379054.8341186875,2528340.498461891,90.68578690249898,0.2844265753903256,1356.9446581377797,1861.2080799524213,180.64563234784234,1069.2,0.05445619908087879,773.15,0.9995883958671812,0.002250186093405942,-0.3767052611728698,0.005973333333333333,1457.2451386236824,1.2308362018346541,0.12041349893781812,3.0025491853441273,0.6079999999999995,180.64563234784234,766.0492696517381
410.0,773.4548362507393,0.95,1.9331974585702143,2308455.049348031,525012.01883953,772.0141462484813,500487.1639450057,3333954.2321325666,119.74983417975574,0.30692843632438505,1353.177605526051,2352.7678132302026,224.42798504112847,1069.2,0.04123933280738934,773.15,0.9996882792389915,0.0029671705427969136,-0.4967361399771619,0.005973333333333333,1640.8789611963507,1.229104019638567,0.12683792692707263,3.0025491853441273,0.6079999999999995,224.42798504112847,806.7065231086792
420.0,773.5467460983967,0.95,1.6149697500159825,1739533.5401409057,392047.68508072523,772.0604235817176,376998.7230013788,2508579.9482230097,90.19446528044199,0.3366001417523542,1348.2102441262793,3259.0355557581056,291.95266750365056,1069.2,0.05475284154092647,773.15,0.9995861541757672,0.002232599492482281,-0.37376107575038187,0.005973333333333333,1883.3659104082976,1.2278688572836123,0.2070771247049872,3.0025491853441273,0.6079999999999995,291.95266750365056,1311.1590852859142
430.0,773.5165000528059,0.95,1.6377969569959459,1855068.0026863785,415433.89955442474,772.046586587328,402089.08545345714,2672590.9876942607,96.19994897136836,0.358926136677177,1344.4726333687756,4225.144999861939,350.60359527077446,1069.2,0.051334780508443235,773.15,0.9996119843569042,0.0023785669206857906,-0.39819758716838016,0.005973333333333333,2066.0048332215592,1.2264831441768291,0.2515896819068257,3.0025491853441273,0.6079999999999995,350.60359527077446,1587.570574329232
440.0,773.2318159214062,0.95,4.635234007042755,8171903.167434826,1819982.6781647264,771.9062382968704,1773363.7756278922,11765249.621227445,424.4022577970607,0.3827118058840349,1340.490657497092,5660.6202599006565,420.9754796422829,1069.2,0.011636138061570031,773.15,0.9999120346654314,0.010470900220615423,-1.7529408851476715,0.005973333333333333,2260.8045362875005,1.2238477292009449,0.14343416891995592,3.0025491853441273,0.6079999999999995,420.9754796422829,911.5783162422174
450.0,773.1540417084277,0.95,74.45809543792119,153974344.417559,33245805.47908885,771.8676756581366,33424332.415902328,220644482.31255016,7999.771409424775,0.4874208080901892,1322.9612486456151,27302.45365661254,839.0030926724689,1069.2,0.0006173180473070207,773.15,0.9999953330864524,0.19637036466745392,-32.87450301352465,0.005973333333333333,3120.1961958817083,1.217641440389868,0.17267138853449157,3.0025491853441273,0.6079999999999995,839.0030926724689,1095.6999908067169
