current_time,crust_temperature,tho_0,tho_b,flowgofluxradiationheat,spectral_radiance,heat_budget,crystal_fraction,mean_velocity,characteristic_surface_temperature,dphi_dx,channel_depth,effective_radiation_temperature,flowgofluxconductionheat,dtemp_dx,position,effective_cover_fraction,channel_width,flowgofluxforcedconvectionheat,epsilon_effective,viscosity,effusion_rate,slope,dtemp_dt,density,dphi_dtemp,core_temperature
1.0,773.15,10.271028956630577,11640.089900750272,772255.8165129354,0.5549921755271753,963201.5554707455,0.104,0.1433414844729086,772.221352239554,0.00014144940600349976,3.490999999999997,773.7463852704424,23695.82843823971,-0.06310916801781147,0.0,0.9989169253266037,40.0,167249.9105195704,0.95,94370.84168520782,20.01620489179694,0.35722987961774044,0.5427697096513981,972.0,0.00224134480688413,1223.15
70.7634745221994,773.15,10.674234734396348,9088.009650883954,1022560.5218498309,0.6734615006713588,1275504.1725018779,0.10541449406003499,0.10817147414989865,772.1335339043858,0.0001873121015333076,3.490999999999997,773.5988299243526,31356.064780518747,-0.08357130101445878,10.0,0.9991825579433712,53.00528095762958,221587.58587152846,0.95,97593.03098974602,20.01620489179694,0.27652384528220664,0.5424018496415356,972.0,0.00224134480688413,1222.518908319822
163.20928871293972,773.15,11.223796717939459,6476.767100610326,1500466.3067334872,0.9006164839171785,1871759.2641604706,0.10728761507536806,0.0736633359979536,772.047571926452,0.0002748741782997335,3.490999999999997,773.4544978153205,45959.414572418056,-0.12263805972890791,20.0,0.9994432602169947,77.83599943227696,325333.5428545653,0.95,102048.14597851346,20.01620489179694,0.19581781094667275,0.5420357159968588,972.0,0.00224134480688413,1221.6831953096773
298.96203279552924,773.15,12.063014620332739,4071.2662222122635,2552616.742810525,1.4023158345831315,3184378.808708925,0.1100363568583654,0.043272054880695084,771.9720682239431,0.0004676367977436163,3.490999999999997,773.3278394323181,78024.19135151262,-0.208641167707576,30.0,0.9996729167684891,132.50259075342169,553737.8745468876,0.95,108997.38587678362,20.01620489179694,0.1226120357245851,0.5416999235648721,972.0,0.00224134480688413,1220.4568147123882
530.0580606493229,773.15,13.582473073177525,8829.14801155904,1316313.5832715118,0.803884862147928,1641691.5411997535,0.11471272483580155,0.0839848868108743,772.0707125653109,0.00024108795508556266,3.490999999999997,773.4913969867263,40013.3762703827,-0.10756397424665687,40.0,0.9993652757784073,68.27013283744705,285364.58165785903,0.95,122051.44803199856,20.01620489179694,0.26844944499524714,0.5420248921219966,972.0,0.00224134480688413,1218.3704030353124
649.1271024701331,773.15,14.412094647247851,13698.29827897214,899905.9896525341,0.601425167559597,1122146.1493259566,0.11712360438665718,0.12294544377028163,772.1646930793121,0.00016479095716752292,3.490999999999997,773.6468418177884,27267.378577220425,-0.0735232511576886,50.0,0.9990709642662662,46.63580205240826,194972.78109620218,0.95,129448.4472731601,20.01620489179694,0.42411137393113985,0.5423609244609539,972.0,0.00224134480688413,1217.2947632928458
730.463992177771,773.15,14.997674127012276,18358.333189907724,699438.0017545454,0.5034322616328434,872037.3448041425,0.11877151395833241,0.1582979208217753,772.2496533890693,0.00012806163334643975,3.490999999999997,773.7870737625022,21142.731471517105,-0.05713606980644282,60.0,0.9988039835170959,36.220686596204665,151456.61157808,0.95,134788.89579550264,20.01620489179694,0.5841653282688433,0.5426712632572627,972.0,0.00224134480688413,1216.559530781269
793.6360158410434,773.15,15.463249588342821,19373.93319036834,684030.913552499,0.4946606741799775,852793.1753791329,0.1200521302917968,0.1618738638361482,772.257544230138,0.0001252355619818976,3.490999999999997,773.7995579851421,20649.027142099414,-0.05587518778781629,70.0,0.9987769820861531,35.42053820819439,148113.23468453434,0.95,139107.1333308419,20.01620489179694,0.621201958153763,0.5426839523870511,972.0,0.00224134480688413,1215.9881700832045
855.4125112122924,773.15,15.92753182959803,19160.06700190665,713330.7842374487,0.5073855912228644,889315.1330759225,0.12130448591161577,0.15520208338529715,772.2406714088162,0.0001305989349882577,3.490999999999997,773.7710733741917,21509.50735897909,-0.05826811411931463,80.0,0.9988273603294714,36.94318564450092,154474.84147949476,0.95,143478.29175419203,20.01620489179694,0.6133232988839136,0.5425999623749928,972.0,0.00224134480688413,1215.4294182053263
919.8446359742679,773.15,16.42124329058162,17834.96323645669,791391.4816025939,0.5434637018404576,986652.6538120791,0.12261047526149835,0.1398478212504066,772.2029033178069,0.00014489327910739038,3.490999999999997,773.7080770742091,23839.644077583416,-0.06464568890175267,90.0,0.9989433091627204,40.99927569589986,171421.52813190175,0.95,148198.86904291605,20.01620489179694,0.5654321316903775,0.5424335247685019,972.0,0.00224134480688413,1214.846737064133
991.3509341102564,773.15,16.980504187236598,15894.728961128301,920408.83027617,0.6038532885400347,1147535.8688160586,0.12405940805257225,0.12019514185322168,772.1548751348761,0.0001685195233435973,3.490999999999997,773.628186291782,27696.983277103292,-0.07518679090606749,100.0,0.9990917374479459,47.70292118726478,199430.05526278538,0.95,153637.88023590745,20.01620489179694,0.4978004519321291,0.542225219906598,972.0,0.00224134480688413,1214.2002801751155
1074.5489722823122,773.15,17.646346702236965,15101.404881670353,1010329.8015933654,0.6452458243340966,1259639.5456036376,0.12574460328600823,0.10947252080630643,772.1283898289499,0.00018498232741855704,3.490999999999997,773.5839172323024,30358.0087351772,-0.0825318473312973,110.0,0.9991727301192703,52.37532977852139,218951.7352750949,0.95,160242.95108290866,20.01620489179694,0.4708700463946551,0.5420981624495009,972.0,0.00224134480688413,1213.448412266055
